id,isPartOfCommunity,isInstanceOf,meta.organizationalLevel,meta.reviewStatus,meta.reviewLog,meta.reviewedBy,meta.befideOrganizationCategories,hasTopLevelOrganization,isDirectPartOf,meta.localId,label.fullName.de,label.fullName.en,label.short.de,label.short.en,label.acronym.de,label.acronym.en,description.de,description.en,head,headLiteral,links.homepage.de,links.homepage.en,location.country.code,location.city,location.lat,location.lng,links.rorId,uniquePeopleCount.professor.physicist.female,uniquePeopleCount.seniorResearcher.physicist.female,uniquePeopleCount.postDoc.physicist.female,uniquePeopleCount.phdStudent.physicist.female,uniquePeopleCount.masterStudent.physicist.female,uniquePeopleCount.bachelorStudent.physicist.female,uniquePeopleCount.professor.physicist.male,uniquePeopleCount.professor.physicist.nonbinary,uniquePeopleCount.professor.engineer.female,uniquePeopleCount.professor.other.female,uniquePeopleCount.professor.engineer.male,uniquePeopleCount.professor.other.male,uniquePeopleCount.professor.engineer.nonbinary,uniquePeopleCount.professor.other.nonbinary,uniquePeopleCount.seniorResearcher.other.female,uniquePeopleCount.seniorResearcher.engineer.nonbinary,uniquePeopleCount.seniorResearcher.engineer.male,uniquePeopleCount.seniorResearcher.engineer.female,uniquePeopleCount.seniorResearcher.physicist.nonbinary,uniquePeopleCount.seniorResearcher.physicist.male,uniquePeopleCount.seniorResearcher.other.nonbinary,uniquePeopleCount.seniorResearcher.other.male,uniquePeopleCount.postDoc.other.nonbinary,uniquePeopleCount.postDoc.other.male,uniquePeopleCount.postDoc.other.female,uniquePeopleCount.postDoc.engineer.nonbinary,uniquePeopleCount.postDoc.engineer.male,uniquePeopleCount.postDoc.engineer.female,uniquePeopleCount.postDoc.physicist.nonbinary,uniquePeopleCount.postDoc.physicist.male,uniquePeopleCount.phdStudent.other.nonbinary,uniquePeopleCount.phdStudent.other.male,uniquePeopleCount.phdStudent.other.female,uniquePeopleCount.phdStudent.engineer.nonbinary,uniquePeopleCount.phdStudent.engineer.male,uniquePeopleCount.phdStudent.engineer.female,uniquePeopleCount.phdStudent.physicist.nonbinary,uniquePeopleCount.phdStudent.physicist.male,uniquePeopleCount.masterStudent.other.nonbinary,uniquePeopleCount.masterStudent.other.male,uniquePeopleCount.masterStudent.other.female,uniquePeopleCount.masterStudent.engineer.nonbinary,uniquePeopleCount.masterStudent.engineer.male,uniquePeopleCount.masterStudent.engineer.female,uniquePeopleCount.masterStudent.physicist.nonbinary,uniquePeopleCount.masterStudent.physicist.male,uniquePeopleCount.bachelorStudent.other.nonbinary,uniquePeopleCount.bachelorStudent.other.male,uniquePeopleCount.bachelorStudent.other.female,uniquePeopleCount.bachelorStudent.engineer.male,uniquePeopleCount.bachelorStudent.engineer.nonbinary,uniquePeopleCount.bachelorStudent.engineer.female,uniquePeopleCount.bachelorStudent.physicist.nonbinary,uniquePeopleCount.bachelorStudent.physicist.male,facilities-csv,uniquePeopleCountSum.female,uniquePeopleCountSum.male,uniquePeopleCountSum.nonbinary,uniquePeopleCountSum.physicist,uniquePeopleCountSum.engineer,uniquePeopleCountSum.total,uniquePeopleCountSum.other,courses,uniquePeopleCountSum.professor,uniquePeopleCountSum.seniorResearcher,uniquePeopleCountSum.postDoc,uniquePeopleCountSum.phdStudent,uniquePeopleCountSum.masterStudent,uniquePeopleCountSum.bachelorStudent
:bmbf,false,/organization/funding-orgainzation,other,01: in preparation,,,funder,,,bmbf,Bundesministerium für Bildung und Forschung,German Federal Ministry Of Education And Research ,BMBF,BMBF,,,,,,,https://www.bmbf.de/DE,https://www.bmbf.de/EN,DE,Bonn,50.863242,7.071315,https://ror.org/04pz7b180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:cern,true,/organization/research-institution,01 formal-organisation,01: in preparation,,,international,,:,cern,Europäische Organisation für Kernforschung,European Organization for Nuclear Research,CERN,CERN,,,,,,,http://home.web.cern.ch/,http://home.web.cern.ch/,CH,Genf,46.202220,6.145690,https://ror.org/01ggx4157,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,":cac, :cac/ad, :cac/awake, :cac/elena, :cac/isolde, :cac/lhc, :cac/lhc__run-1, :cac/lhc__run-2, :cac/lhc__run-3, :cac/lhc__run-4, :cac/lhc__run-5, :cac/linac1, :cac/linac2, :cac/linac3, :cac/linac4, :cac/ps, :cac/psb, :cac/sps, :clic, :fcc, :fcc-ee, :fcc-hh",0,0,0,0,0,0,0,,0,0,0,0,0,0
:cfel,true,/organization/research-institution,01 formal-organisation,01: in preparation,,,"hgf, university, mpg",,:,cfel,Center for Free-Electron Laser Science,Center for Free-Electron Laser Science,CFEL,CFEL,,,,,,,https://www.cfel.de/,https://www.cfel.de/,DE,Hamburg,53.550730,9.993020,https://ror.org/04fme8709,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:cfel/ufox,true,/organization/formal-organization/department,03 working group cluster,01: in preparation,,kärtner.franz-x.,"hgf, university, mpg",:cfel,:cfel,ufox,Gruppe: Ultrafast Optics and X-rays,Group: Ultrafast Optics and X-rays,UFOX,UFOX,,,,,kärtner.franz-x.,,https://ufox.cfel.de/,https://ufox.cfel.de/,,,,,,1,1,0,0,0,0,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,6,0,5,5,15,5,,6,9,0,0,0,0
:cfel/ufox/dla,true,/organization/working-group,05 working group,01: in preparation,,kärtner.franz-x.,"hgf, university, mpg",:cfel,:cfel/ufox,dla,Team: Dielectric Laser Acceleration,Team: Dielectric Laser Acceleration,UFOX-DLA,UFOX-DLA,,,,,,,https://ufox.cfel.de/research/dielectric_laser_accelerators/,https://ufox.cfel.de/research/dielectric_laser_accelerators/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:cfel/ufox/th,true,/organization/working-group,05 working group,01: in preparation,,kärtner.franz-x.,"hgf, university, mpg",:cfel,:cfel/ufox,th,Team: Terahertz Acceleration Team,Team: Terahertz Acceleration,UFOX-THz,UFOX-THz,,,,,,,https://ufox.cfel.de/research/terahertz_acceleration/,https://ufox.cfel.de/research/terahertz_acceleration/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:desy,true,/organization/research-institution,01 formal-organisation,01: in preparation,,,hgf,,:,desy,Deutsches Elektronen-Synchrotron DESY,Deutsches Elektronen-Synchrotron DESY,DESY,DESY,,,,,,,http://www.desy.de/index_eng.html,http://www.desy.de/index_eng.html,DE,Hamburg,53.550730,9.993020,https://ror.org/01js2sh04,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,":athena/sinbad, :athena/sinbad/ares, :athena/sinbad/axsis, :flash, :flash1+flash2, :flash2020+, :flashforward, :petra, :petra__petra-3, :petra__petra-4, :regae",0,0,0,0,0,0,0,,0,0,0,0,0,0
:desy/m,true,/organization/formal-organization/department,03 working group cluster,02: in prereview,,leemans.wim,hgf,:desy,:desy,m,Bereich: Beschleuniger,Division: Accelerators,DESY-M,DESY-M,,,,,leemans.wim,,https://www.desy.de/forschung/beschleuniger/index_ger.html,https://www.desy.de/forschung/beschleuniger/index_ger.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:desy/m/mdi,true,/organization/working-group,05 working group,02: in prereview,,leemans.wim,hgf,:desy,:desy/m,mdi,Gruppe: Diagnose und Instrumentierung,Group: Diagnostics and Instrumentation Group,DESY-MDI,DESY-MDI,,,,,,Kay Wittenburg,https://mdi.desy.de/,https://mdi.desy.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:desy/m/mea,true,/organization/working-group,05 working group,02: in prereview,,leemans.wim,hgf,:desy,:desy/m,mea,Gruppe: Maschinen- und Experimenteaufbau,Group: Machine and experiment set-up,DESY-MEA,DESY-MEA,,,,,,Markus Körfer,https://mea.desy.de/,https://mea.desy.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:desy/m/mfl,true,/organization/working-group,05 working group,02: in prereview,,leemans.wim,hgf,:desy,:desy/m,mfl,Gruppe: FLASH,Group: FLASH,DESY-MFL,DESY-MFL,,,,,,Mathias Vogt,https://flash.desy.de/,https://flash.desy.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:desy/m/mhf,true,/organization/working-group,05 working group,02: in prereview,,leemans.wim,hgf,:desy,:desy/m,mhf,Gruppe: Hochfrequenztechnik,Group: High-frequency technology,DESY-MHF,DESY-MHF,,,,,,Christos Christou,https://mhf.desy.de/,https://mhf.desy.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:desy/m/min,true,/organization/working-group,05 working group,02: in prereview,,leemans.wim,hgf,:desy,:desy/m,min,Gruppe: Injektion,Group: Injection,DESY-MIN,DESY-MIN,,,,,,Heiko Ehrlichmann,https://min.desy.de/,https://min.desy.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:desy/m/mkk,true,/organization/working-group,05 working group,02: in prereview,,leemans.wim,hgf,:desy,:desy/m,mkk,"Gruppe: Kraft, Kühlung, Klima","Group: Power, Cooling, Climate",DESY-MKK,DESY-MKK,,,,,,Nadja von Neuhoff,https://mkk.desy.de/,https://mkk.desy.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:desy/m/mks,true,/organization/working-group,05 working group,02: in prereview,,leemans.wim,hgf,:desy,:desy/m,mks,"Gruppe: Kryogenik, Supraleitung","Group: Cryogenics, superconductivity",DESY-MKS,DESY-MKS,,,,,,T. Schnautz,https://mks.desy.de/,https://mks.desy.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:desy/m/mls,true,/organization/working-group,05 working group,02: in prereview,,leemans.wim,hgf,:desy,:desy/m,mls,Gruppe: Laser für Plasmabeschleuniger,Group: Lasers for plasma accelerators,DESY-MLS,DESY-MLS,,,,,,Andreas Maier,https://mpl.desy.de/,https://mpl.desy.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:desy/m/mpa,true,/organization/working-group,05 working group,02: in prereview,,leemans.wim,hgf,:desy,:desy/m,mpa,Gruppe: Plasmabeschleuniger,Group: Plasma accelerators,DESY-MPA,DESY-MPA,,,,,,Andreas Maier,https://mpl.desy.de/,https://mpl.desy.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:desy/m/mpc,true,/organization/working-group,05 working group,02: in prereview,,leemans.wim,hgf,:desy,:desy/m,mpc,Gruppe: Stromrichter,Group: Power converters,DESY-MPC,DESY-MPC,,,,,,Hans-Jörg Eckoldt,https://mpc.desy.de/,https://mpc.desy.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:desy/m/mpe,true,/organization/working-group,05 working group,02: in prereview,,leemans.wim,hgf,:desy,:desy/m,mpe,Gruppe: PETRA III,Group: PETRA III,DESY-MPE,DESY-MPE,,,,,,Rainer Wanzenberg,https://mpe.desy.de/,https://mpe.desy.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:desy/m/mps,true,/organization/working-group,05 working group,02: in prereview,,leemans.wim,hgf,:desy,:desy/m,mps,Gruppe: Personensicherheitssysteme,Group: Personal safety systems,DESY-MPS,DESY-MPS,,,,,,Michael Dressel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:desy/m/mpy,true,/organization/working-group,05 working group,02: in prereview,,leemans.wim,hgf,:desy,:desy/m,mpy,Gruppe: Beschleunigerphysik,Group: Accelerator physics,DESY-MPY,DESY-MPY,,,,,,Stefan Choroba,https://mpy.desy.de/,https://mpy.desy.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:desy/m/msk,true,/organization/working-group,05 working group,02: in prereview,,leemans.wim,hgf,:desy,:desy/m,msk,Strahlkontrollen,Group: Beam controls,DESY-MSK,DESY-MSK,,,,,,Holger Schlarb,https://msk.desy.de/,https://msk.desy.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:desy/m/msl,true,/organization/working-group,05 working group,02: in prereview,,leemans.wim,hgf,:desy,:desy/m,msl,Gruppe: Supraleitende Beschleunigertechnologie,Group: Superconducting accelerator technology,DESY-MSL,DESY-MSL,,,,,,Hans Weise,https://msl.desy.de/,https://msl.desy.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:desy/m/mvs,true,/organization/working-group,05 working group,02: in prereview,,leemans.wim,hgf,:desy,:desy/m,mvs,Gruppe: Vakuumsysteme,Group: Vacuum systems,DESY-MVS,DESY-MVS,,,,,,Lutz Lilje,https://mvs.desy.de/,https://mvs.desy.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:desy/m/mxl,true,/organization/working-group,05 working group,02: in prereview,,leemans.wim,hgf,:desy,:desy/m,mxl,XFEL,XFEL,DESY-MXL,DESY-MXL,,,,,,Winfried Decking,https://xfel.desy.de/,https://xfel.desy.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:desy/mbb,true,/organization/working-group,05 working group,02: in prereview,,leemans.wim,hgf,:desy,:desy,mbb,Gruppe Beschleunigerbetrieb,Accelerator Operation Group,DESY-MBB,DESY-MBB,,,,,,,https://mbb.desy.de/,https://mbb.desy.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:desy/mcs,true,/organization/working-group,05 working group,02: in prereview,,leemans.wim,hgf,:desy,:desy,mcs,Gruppe Kontrollsysteme,Control Systems Group,DESY-MCS,DESY-MCS,,,,,,,https://mcs.desy.de/index_eng.html,https://mcs.desy.de/index_eng.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:desy/z-beschleunigerphysik,true,/organization/formal-organization/department,03 working group cluster,02: in prereview,,leemans.wim,hgf,:desy,:desy,z-beschleunigerphysik,Beschleunigerphysik Zeuthen ,Accelerator Physics Zeuthen ,DESY-Z-BESCHLEUNIGER,DESY-Z-BESCHLEUNIGER,,,,,leemans.wim,,https://www.desy.de/forschung/beschleuniger/index_ger.html,https://www.desy.de/forschung/beschleuniger/index_ger.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:desy/z-beschleunigerphysik/pitz,true,/organization/working-group,05 working group,02: in prereview,,leemans.wim,hgf,:desy,:desy/z-beschleunigerphysik,pitz,PITZ,PITZ,DESY-ZPITZ,DESY-ZPITZ,,,,,,Frank Stephan,https://pitz.desy.de/,https://pitz.desy.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:dfg,false,/organization/funding-orgainzation,other,01: in preparation,,,funder,,,dfg,Deutsche Forschungsgemeinschaft,German Research Foundation,DFG,DFG,,,,,,,https://www.dfg.de,https://www.dfg.de/en,DE,Bonn ,50.817742,7.159080,https://ror.org/018mejw64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:ec,false,/organization/funding-orgainzation,other,01: in preparation,,,funder,,,ec,European Commission ,European Commission ,EC,EC,,,,,,,https://commission.europa.eu/index_de,https://commission.europa.eu/index_en,BE,Brüssel,50.845048,4.376485,https://ror.org/00k4n6c32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:elena,false,/organization/consortium,other,01: in preparation,,,consortium,,,elena,ELENA,ELENA,ELENA,ELENA,,,ELENA ist eine europäische Gemeinschaft zur Förderung der Zusammenarbeit auf dem Gebiet der Neutronenquellen auf der Basis von Niedrig-Energie-Beschleunigern.,ELENA is a European community for the promotion of co-operation in the field of neutron sources based on low-energy accelerators.,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:erc,false,/organization/funding-orgainzation,other,01: in preparation,,,funder,,,erc,Europäischer Forschungsrat,European Research Council,ERC,ERC,,,,,,,https://erc.europa.eu/homepage?etrans=de,https://erc.europa.eu/homepage,BE,Brüssel,50.856433,4.360124,https://ror.org/0472cxd90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:esrf,true,/organization/research-institution,01 formal-organisation,01: in preparation,,,international,,:,esrf,European Synchrotron Radiation Facility,European Synchrotron Radiation Facility,ESRF,ESRF,,,,,,,http://www.esrf.eu/,http://www.esrf.eu/,FR,Grenoble,45.208778,5.690056,https://ror.org/02550n020,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,":esrf, :esrf__ebs",0,0,0,0,0,0,0,,0,0,0,0,0,0
:ess,true,/organization/research-institution,01 formal-organisation,01: in preparation,,,international,,:,ess,Europäische Spallationsquelle,European Spallation Source,ESS,ESS,,,,,,,https://europeanspallationsource.se/,https://europeanspallationsource.se/,SE,Lund,55.708268,13.223475,https://ror.org/01wv9cn34,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,:ess,0,0,0,0,0,0,0,,0,0,0,0,0,0
:eu-xfel,true,/organization/research-institution,01 formal-organisation,01: in preparation,,,international,,:,eu-xfel,European XFEL,European X-Ray Free-Electron Laser Facility,eu.XFEL,eu.XFEL,,,,,,,https://www.xfel.eu,https://www.xfel.eu,DE,Schenefeld,54.050000,9.483330,https://ror.org/01wp2jz98,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,":eu-xfel, :eu-xfel__1.5, :eu-xfel__2.0",0,0,0,0,0,0,0,,0,0,0,0,0,0
:fair,true,/organization/research-institution,01 formal-organisation,01: in preparation,,,international,,:,fair,Internationale Beschleuniger-Anlage zur Forschung mit Antiprotonen und Ionen,Facility for Antiproton and Ion Research,FAIR,FAIR,,,,,,,https://fair-center.de,https://fair-center.eu/,DE,Darmstadt,49.931389,8.679167,https://ror.org/053veeq82,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,":fair, :fair/cr, :fair/esr, :fair/hesr, :fair/p-bar, :fair/p-linac, :fair/sis18, :fair/sis100, :fair/super-frs, :fair/unilac, :fair/esr/cryring",0,0,0,0,0,0,0,,0,0,0,0,0,0
:fep,true,/organization/research-institution,01 formal-organisation,01: in preparation,,,fraunhofer,,:,fep,Fraunhofer-Institut für Elektronenstrahl- und Plasmatechnik FEP,Fraunhofer Institute for Electron Beam and Plasma Technology FEP,FEP,FEP,,,,,,,https://www.fep.fraunhofer.de,https://www.fep.fraunhofer.de,DE,Dresden,51.029990,13.782143,https://ror.org/03vvewn46,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:fep/eb,true,/organization/formal-organization/department,02 intermediate level,01: in preparation,,,fraunhofer,,:fep,eb,Elektronenstrahl ,Electron beam,FEP-EB,FEP-EB,,,,,,,,,,Dresden,,,,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:fep/eb/cebst,true,/organization/working-group,03 working group cluster,01: in preparation,,,fraunhofer,:fep,:fep/eb,cebst,Spezielle EB-Systeme und Technologien,Customized EB Systems and Technologies,FEP-CEBST,FEP-CEBST,,,,,,Prof. Dr. Gösta Mattausch,https://www.fep.fraunhofer.de/de/Geschaeftsfelder/EST.html,https://www.fep.fraunhofer.de/en/Geschaeftsfelder/EST.html,,Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:fz-juelich,true,/organization/research-institution,01 formal-organisation,01: in preparation,,,hgf,,:,fz-juelich,Forschungszentrum Jülich,Jülich Research Centre,FZJ,FZJ,,,,,,,https://www.fz-juelich.de,https://www.fz-juelich.de,DE,Jülich,50.921490,6.362670,https://ror.org/02nv7yv05,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,":athena/juSPARC, :athena/juSPARC/amphos, :athena/juSPARC/thales, :cosy, :hbns",0,0,0,0,0,0,0,,0,0,0,0,0,0
:fz-juelich/jcns,true,/organization/formal-organization/department,02 intermediate level,01: in preparation,,,hgf,,:fz-juelich,jcns,Jülich Centre for Neutron Science ,Jülich Centre for Neutron Science ,FZJ-JCNS,FZJ-JCNS,,,,,,,https://www.fz-juelich.de/de/institute/jcns,https://www.fz-juelich.de/en/institutes/jcns,,,,,,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:fz-juelich/jcns/jcns-2,true,/organization/formal-organization/sub-department,02 intermediate level,01: in preparation,,,hgf,,:fz-juelich/jcns,jcns-2,Quantenmaterialien und kollektive Phänomene,Quantum Materials and Collective Phenomena,FZJ-JCNS-2,FZJ-JCNS-2,,,,,,,https://www.fz-juelich.de/de/jcns/jcns-2,https://www.fz-juelich.de/en /jcns/jcns-2,,,,,,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:fz-juelich/jcns/jcns-2/hbs,true,/organization/working-group,03 working group cluster,01: in preparation,,,hgf,:fz-juelich,:fz-juelich/jcns/jcns-2,hbs,High Brilliance Neutron Source,High Brilliance Neutron Source,FZJ-HBS,FZJ-HBS,,,,,,Paul Zakalek,https://www.fz-juelich.de/de/jcns/jcns-2/leistungen/high-brilliance-neutron-source,https://www.fz-juelich.de/en/jcns/jcns-2/expertise/high-brilliance-neutron-source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0
:fz-juelich/zea,true,/organization/formal-organization/department,02 intermediate level,01: in preparation,,,hgf,,:fz-juelich,zea,"Zentralinstitut für Engineering, Elektronik und Analytik",Neutron research ,FZJ-ZEA,FZJ-ZEA,,,,,,,https://www.fz-juelich.de/de/institute/zea,https://www.fz-juelich.de/en/institutes/zea,,Jülich,50.921490,6.362670,https://ror.org/02nv7yv05,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,,0,0,0,0,0,0
